"year","month","weeks_charted","high","artist","title","genre","bpm","length"
1989,10,22,1,"Michael Bolton","How Am I Supposed To Live Without You","Rock",140,254
1990,4,25,1,"Roxette","It Must Have Been Love","Rock",80,223
1990,1,24,1,"Alannah Myles","Black Velvet","Rock",136,285
1990,6,22,1,"Wilson Phillips","Release Me","Rock",97,220
1990,5,18,1,"Glenn Medeiros","She Ain't Worth It","Rock",102,211
1990,3,25,1,"Wilson Phillips","Hold On","Rock",97,212
1990,7,21,1,"Jon Bon Jovi","Blaze Of Glory","Rock",78,330
1990,10,18,1,"Whitney Houston","I'm Your Baby Tonight","Rock",82,294
1990,6,29,1,"Maxi Priest","Close To You","Reggae",96,235
1990,8,25,1,"James Ingram","I Don't Have The Heart","Rock",88,232
1990,9,20,1,"Vanilla Ice","Ice Ice Baby","Rap",115,293
1990,7,25,1,"Nelson","(Can't Live Without Your) Love And Affection","Rock",120,227
1990,6,20,1,"Sweet Sensation","If Wishes Came True","Rock",71,309
1990,1,20,1,"Taylor Dayne","Love Will Lead You Back","Rock",73,258
1990,9,14,1,"George Michael","Praying For Time","Rock",127,270
1990,2,18,1,"Tommy Page","I'll Be Your Everything","Rock",72,238
1990,9,15,1,"Janet Jackson","Black Cat","Rock",114,265
1990,2,21,2,"Jane Child","Don't Wanna Fall In Love","Rock",111,244
1989,10,23,2,"Technotronic","Pump Up The Jam","Electronic",124,216
1990,3,20,2,"Heart","All I Wanna Do Is Make Love To You","Rock",102,274
1989,11,22,2,"Seduction","Two To Make It Right","Rock",115,253
1989,11,16,2,"Janet Jackson","Rhythm Nation","Rock",109,267
1989,12,20,2,"Roxette","Dangerous","Rock",124,231
1990,6,17,2,"Janet Jackson","Come Back To Me","Rock",77,276
1990,9,17,2,"M.C. Hammer","Pray","Rap",121,311
1990,10,25,2,"Bette Midler","From A Distance","Other",138,275
1990,5,24,2,"Billy Idol","Cradle Of Love","Rock",143,271
1990,5,25,2,"En Vogue","Hold On","Rock",96,304
1990,5,22,2,"Snap!","The Power","Electronic",109,214
1990,2,23,2,"Calloway","I Wanna Be Rich","Rock",114,265
1990,9,22,2,"Alias","More Than Words Can Say","Rock",138,221
1990,4,22,3,"Bell Biv DeVoe","Poison","Rock",111,258
1990,6,22,3,"Bell Biv DeVoe","Do Me!","Rock",107,268
1990,2,22,3,"Lisa Stansfield","All Around The World","Rock",100,256
1989,11,17,3,"Rod Stewart","Downtown Train","Rock",115,270
1990,5,23,3,"Johnny Gill","Rub You The Right Way","Rock",111,238
1989,12,19,3,"B-52's, The","Roam","Rock",134,242
1990,7,19,3,"Poison","Unskinny Bop","Rock",92,217
1990,3,18,3,"Michael Bolton","How Can We Be Lovers","Rock",103,227
1990,2,17,3,"Phil Collins","I Wish It Would Rain Down","Rock",125,320
1990,9,22,4,"Deee-Lite","Groove Is In The Heart","Rock",121,228
1990,8,21,4,"Pebbles","Giving You The Benefit","Rock",102,260
1990,10,19,4,"Wilson Phillips","Impulsive","Rock",107,271
1989,10,22,4,"Jody Watley","Everything","Rock",82,255
1990,4,16,4,"Janet Jackson","Alright","Rock",111,274
1990,10,20,4,"Poison","Something To Believe In","Rock",133,318
1990,6,20,4,"M.C. Hammer","Have You Seen Her","Rap",72,278
1990,4,19,4,"Phil Collins","Do You Remember?","Rock",93,272
1990,8,21,4,"Phil Collins","Something Happened On The Way To Heaven","Rock",114,282
1990,5,18,4,"Taylor Dayne","I'll Be Your Shelter","Rock",107,241
1990,1,14,4,"Milli Vanilli","All Or Nothing","Rock",101,236
1989,11,17,4,"Aerosmith","Janie's Got A Gun","Rock",115,329
1990,10,20,5,"DNA","Tom's Diner","Rock",99,225
1989,12,18,5,"Bad English","Price Of Love","Rock",137,278
1990,2,27,5,"Linear","Sending All My Love","Rock",104,229
1989,12,17,5,"Chicago","What Kind Of Man Would I Be?","Rock",88,258
1989,12,26,6,"Luther Vandross","Here And Now","Rock",74,320
1990,9,24,6,"UB40","The Way You Do The Things You Do","Rock",80,174
1989,10,20,6,"Lou Gramm","Just Between You And Me","Rock",121,293
1990,7,24,6,"After 7","Can't Stop","Rock",97,224
1990,4,21,6,"Tyler Collins","Girls Nite Out","Rock",106,242
1989,11,19,6,"Skid Row","I Remember You","Rock",88,310
1989,12,20,6,"Gloria Estefan","Here We Are","Rock",71,289
1990,1,16,6,"Billy Joel","I Go To Extremes","Rock",126,256
1990,8,13,6,"Prince","Thieves In The Temple","Rock",129,197
1990,2,18,6,"Babyface","Whip Appeal","Rock",109,263
1990,8,18,6,"Dino","Romeo","Rock",106,255
1989,11,28,7,"Michel'le","No More Lies","Rock",110,223
1990,3,21,7,"After 7","Ready Or Not","Rock",70,226
1989,11,20,7,"Tom Petty","Free Fallin'","Rock",84,254
1990,1,20,7,"Technotronic","Get Up! (Before The Night Is Over)","Electronic",124,207
1990,5,19,7,"Michael Bolton","When I'm Back On My Feet Again","Rock",80,224
1990,8,12,7,"New Kids On The Block","Tonight","Rock",102,198
1990,10,15,8,"George Michael","Freedom","Rock",93,380
1990,4,17,8,"M.C. Hammer","U Can't Touch This","Rap",133,255
1990,4,24,8,"Depeche Mode","Enjoy The Silence","Rock",112,255
1990,8,19,8,"Black Box","Everybody Everybody","Electronic",117,241
1990,7,23,8,"Paul Young","Oh Girl","Rock",135,208
1989,12,18,8,"Cover Girls, The","We Can't Go Wrong","Rock",143,264
1990,2,17,8,"KISS","Forever","Rock",88,232
1990,5,24,8,"Go West","King Of Wishful Thinking","Rock",108,234
1990,2,17,8,"Mötley Crüe","Without You","Rock",118,269
1990,2,13,8,"Madonna","Keep It Together","Rock",104,275
1990,3,17,9,"Aerosmith","What It Takes","Rock",71,246
1990,6,15,9,"Time, The","Jerk Out","Rock",120,226
1990,9,13,9,"INXS","Suicide Blonde","Rock",120,227
1990,9,24,9,"Tony! Toni! Toné!","Feels Good","Rock",117,273
1990,6,21,9,"Faith No More","Epic","Rock",87,233
1990,9,22,9,"Candyman","Knockin' Boots","Rap",101,222
1990,1,20,9,"A'me Lorain","Whole Wide World","Rock",105,230
1990,1,22,9,"Biz Markie","Just A Friend","Rap",85,238
1989,12,14,9,"Exposé","Tell Me Why","Rock",99,266
1989,9,26,10,"Tesla","Love Song","Rock",83,243
1989,12,20,10,"D Mob","C'mon And Get My Love","Rock",120,230
1990,3,16,10,"Rod Stewart","This Old Heart Of Mine","Rock",119,244
1990,8,16,10,"Johnny Gill","My, My, My","Rock",74,309
1990,9,18,10,"Warrant","Cherry Pie","Rock",88,191
1990,4,16,10,"Perfect Gentlemen","Ooh La La (I Can't Get Over You)","R&B",136,242
1990,6,11,10,"Madonna","Hanky Panky","Rock",85,229
1990,3,23,11,"Digital Underground","The Humpty Dance","Rap",103,280
1989,10,19,11,"Jive Bunny & The Mastersmixers","Swing The Mood","Rock",92,238
1989,10,19,11,"Joe Cocker","When The Night Comes","Rock",82,286
1990,6,18,11,"Seduction","Could This Be Love","Rock",73,268
1990,9,18,11,"Daryl Hall & John Oates","So Close","Rock",82,270
1989,12,14,11,"Eddie Money","Peace In Our Time","Rock",121,270
1990,2,15,11,"Linda Ronstadt","All My Life","Rock",74,198
1990,1,13,12,"Richard Marx","Too Late To Say Goodbye","Rock",101,238
1990,8,16,12,"Taylor Dayne","Heart Of Stone","Rock",93,234
1990,7,14,12,"Cheap Trick","Can't Stop Falling Into Love","Rock",107,218
1990,9,21,13,"Heart","Stranded","Rock",79,227
1990,2,16,13,"Seduction","Heartbeat","Rock",99,294
1990,8,18,13,"Righteous Brothers, The","Unchained Melody","Rock",98,213
1990,1,16,13,"Michael Penn","No Myth","Rock",103,251
1990,3,15,13,"Sweet Sensation","Love Child","Rock",118,244
1990,4,15,13,"Richard Marx","Children Of The Night","Rock",80,240
1990,4,16,13,"Partners In Kryme","Turtle Power","Rap",105,227
1990,6,21,14,"Keith Sweat","Make You Sweat","Rock",104,218
1990,5,24,14,"Mellow Man Ace","Mentirosa","Rap",113,256
1990,6,25,14,"Kyper","Tic-Tac-Toe","Rap",125,236
1990,9,18,14,"Soho","Hippychick","Electronic",98,189
1989,11,16,14,"Babyface","Tender Lover","Rock",102,250
1990,5,14,14,"Lisa Stansfield","You Can't Deny It","Rock",102,262
1990,10,21,15,"2 In A Room","Wiggle It","Electronic",122,238
1990,8,16,15,"Depeche Mode","Policy Of Truth","Rock",114,303
1990,6,15,15,"Stevie B","Love And Emotion","Rock",100,218
1990,4,18,16,"Jude Cole","Baby, It's Tonight","Rock",121,220
1990,3,16,17,"Adam Ant","Room At The Top","Rock",118,245
1990,3,16,17,"Exposé","Your Baby Never Looked Good In Blue","Rock",138,230
1990,11,14,18,"Steve Winwood","One And Only Man","Rock",102,270
1990,1,17,18,"Elton John","Sacrifice","Rock",111,301
1989,11,15,18,"Quincy Jones","I'll Be Good To You","Rock",111,257
1990,6,16,18,"Bruce Hornsby","Across The River","Rock",150,278
1990,6,16,19,"Mötley Crüe","Don't Go Away Mad (Just Go Away)","Rock",124,274
1990,10,24,19,"Righteous Brothers, The","Unchained Melody (1990)","Rock",98,211
1990,8,20,19,"Concrete Blonde","Joey","Rock",118,240
1990,8,18,19,"Slaughter","Fly To The Angels","Rock",120,262
1990,4,16,19,"Louie Louie","Sittin' In The Lap Of Luxury","Other",102,201
1990,1,17,20,"Warrant","Sometimes She Cries","Rock",146,246
1990,7,16,20,"Luke","Banned In The U.S.A.","Rap",116,261
1990,3,20,20,"Giant","I'll See You In My Dreams","Rock",132,249
1989,11,12,20,"Madonna","Oh Father","Rock",118,260
1990,2,14,20,"Cher","Heart Of Stone","Rock",104,230
1990,8,15,21,"Breathe","Say A Prayer","Rock",114,213
1990,8,13,21,"Lisa Stansfield","This Is The Right Time","Rock",123,247
1990,10,15,21,"Donny Osmond","My Love Is A Fire","Rock",NA,234
1990,2,21,21,"Don Henley","The Heart Of The Matter","Rock",NA,232
1990,6,17,21,"Bad English","Possession","Rock",NA,287
1990,6,15,22,"Aerosmith","The Other Side","Rock",126,235
1990,6,14,23,"Heart","I Didn't Want To Need You","Rock",88,238
1989,10,20,24,"Michael Damian","Was It Nothing At All","Rock",NA,238
1990,1,22,24,"U-Krew, The","If U Were Mine","R&B",NA,241
1990,5,17,25,"George LaMond","Bad Of The Heart","Rock",NA,234
1990,10,14,26,"Bell Biv DeVoe","B.B.D. (I Thought It Was Me)?","Rock",105,272
1990,3,21,26,"Salt 'N Pepa","Expression","Rap",107,244
1989,11,15,27,"Mötley Crüe","Kickstart My Heart","Rock",89,282
1990,9,15,27,"David Cassidy","Lyin' To Myself","Rock",NA,222
1990,4,14,27,"Slaughter","Up All Night","Rock",NA,224
1990,2,21,28,"Faster Pussycat","House Of Pain","Rock",121,347
1990,1,14,28,"Whitesnake","The Deeper The Love","Rock",105,252
1989,12,19,28,"Depeche Mode","Personal Jesus","Rock",129,219
1990,10,15,28,"Johnny Gill","Fairweather Friend","Rock",105,271
1990,4,16,28,"Elton John","Club At The End Of The Street","Rock",NA,267
1990,10,15,28,"Information Society","Think","Rock",121,230
1990,8,15,29,"Boys, The","Crazy","R&B",NA,243
1990,4,16,29,"Michel'le","Nicety","Rock",103,203
1990,2,14,29,"Stevie B","Love Me For Life","Rock",115,312
1990,1,12,29,"Kevin Paige","Anything I Want","Rock",112,223
1990,4,12,29,"Basia","Cruising For Bruising","Rock",120,241
1990,1,13,30,"Belinda Carlisle","Summer Rain","Rock",129,243
1990,6,13,30,"Babyface","My Kinda Girl","Rock",NA,298
1990,4,11,30,"B-52's, The","Deadbeat Club","Rock",127,255
1990,5,15,31,"Lightning Seeds, The","Pure","Rock",123,220
1990,7,12,31,"Indecent Obsession","Tell Me Something","Pop",NA,240
1990,3,13,31,"Quincy Jones","The Secret Garden (Sweet Seduction Suite)","Jazz",127,400
1990,8,15,32,"Jude Cole","Time For Letting Go","Rock",109,249
1990,8,13,32,"Glenn Medeiros","All I'm Missing Is You","Rock",NA,216
1990,4,13,32,"Brent Bourgeois","Dare To Fall In Love","Rock",NA,234
1990,9,11,32,"Human League, The","Heart Like A Wheel","Rock",119,260
1990,4,22,33,"L.A. Guns","The Ballad Of Jayne","Rock",NA,239
1990,4,11,33,"Fleetwood Mac","Save Me","Rock",NA,230
1989,11,13,33,"Young M.C. ","Principal's Office","Rap",95,248
1990,2,10,34,"Natalie Cole","Wild Women Do","Rock",123,240
1990,4,15,35,"Whistle","Always And Forever","R&B",NA,270
1990,6,16,35,"West Coast Rap All-Stars, The","We're All In The Same Gang","Rap",NA,244
1990,5,11,35,"Del Amitri","Kiss This Thing Goodbye","Rock",117,270
1990,9,11,35,"Snap!","Ooops Up","Electronic",NA,259
1990,8,10,36,"Michael Bolton","Georgia On My Mind","Rock",79,293
1990,5,13,36,"Alannah Myles","Love Is","Rock",101,212
1989,12,13,36,"Tears For Fears","Woman In Chains","Rock",80,328
1990,1,10,36,"Joan Jett","Dirty Deeds","Rock",137,194
1990,10,11,37,"Billy Joel","And So It Goes","Rock",124,210
1990,3,11,37,"Corey Hart","A Little Love","Rock",120,243
1989,12,19,38,"Smithereens, The","A Girl Like You","Rock",123,247
1990,3,12,38,"Electronic","Getting Away With It","Rock",126,259
1990,8,11,38,"En Vogue","Lies","Rock",99,248
1989,12,11,39,"Poco","Nothin' To Hide","Rock",95,261
1989,11,10,39,"Tina Turner","Steamy Windows","R&B",133,243
1989,10,22,40,"Shana","I Want You","Electronic",119,255
1990,3,17,40,"Timmy T","Time After Time","Rock",127,247
1990,2,11,40,"Lou Gramm","True Blue Love","Rock",119,288
1990,10,13,42,"Al B. Sure!","Missunderstanding","Rock",112,270
1990,7,15,42,"Winger","Can't Get Enuff","Rock",100,245
1990,5,10,42,"Tommy Page","When I Dream Of You","Rock",91,244
1990,2,11,43,"Regina Belle","Make It Like It Was","R&B",119,233
1990,6,13,44,"Anita Baker","Talk To Me","Rock",94,226
1989,10,25,44,"Jaya","If You Leave Me Now","Electronic",122,278
1990,6,14,44,"Gloria Estefan","Cuts Both Ways","Rock",83,186
1990,8,12,44,"Vixen","How Much Love","Rock",120,240
1990,10,14,45,"Black Crowes, The","Hard To Handle","Rock",105,188
1990,8,11,46,"Sydney Youngblood","I'd Rather Go Blind","R&B",95,230
1990,6,10,46,"Tony! Toni! Toné!","The Blues","Rock",101,253
1990,3,10,46,"Robert Plant","Hurting Kind (I've Got My Eyes On You)","Rock",79,241
1990,3,8,46,"Tom Petty","A Face In The Crowd","Rock",105,230
1990,7,13,47,"Troop","All I Do Is Think Of You","R&B",NA,228
1990,1,13,47,"Enuff Z'Nuff","Fly High Michelle","Rock",NA,245
1990,1,12,47,"Skyy","Real Love","R&B",NA,232
1990,2,10,47,"Midnight Oil","Blue Sky Mine","Rock",132,252
1990,11,15,48,"Don Henley","New York Minute","Rock",132,382
1990,9,11,48,"LL Cool J","The Boomin' System","Rap",NA,213
1990,7,12,48,"Don Henley","How Bad Do You Want It?","Rock",118,220
1990,4,7,48,"Gloria Estefan","Oye Mi Canto (Hear My Voice)","Rock",NA,223
1990,4,12,49,"Cover Girls, The","All That Glitters Isn't Gold","Rock",NA,224
1990,6,9,49,"Jane Child","Welcome To The Real World","Rock",NA,287
1990,3,9,49,"Bonnie Raitt","Have A Heart","Rock",NA,230
1990,11,14,50,"Guy","I Wanna Get With U","R&B",110,280
1990,5,11,50,"ZZ Top","Doubleback","Rock",123,237
1990,10,9,50,"Cheap Trick","Wherever Would I Be","Rock",NA,230
1990,2,9,50,"Rolling Stones, The","Almost Hear You Sigh","Rock",NA,264
1990,7,15,51,"Doc Box & B. Fresh","Slow Love","Rap",NA,240
1989,12,10,51,"Marcia Griffiths","Electric Boogie","Electronic",108,243
1990,11,9,52,"Depeche Mode","World In My Eyes","Rock",122,230
1990,9,9,52,"Billy Idol","L.A. Woman","Rock",NA,230
1990,4,8,53,"Michael Penn","This & That","Rock",NA,197
1989,12,10,53,"Sa-Fire","I Will Survive","Rock",NA,238
1990,9,10,53,"Caron Wheeler","Livin' In The Light","R&B",103,266
1990,9,9,53,"Tyler Collins","Second Chance","Rock",NA,244
1990,10,8,53,"New Kids On The Block","Let's Try It Again","Rock",NA,221
1990,5,15,54,"Young & Restless","B Girls","Rap",96,236
1990,6,13,54,"Seiko & Donnie Wahlberg","The Right Combination","Rock",139,259
1990,4,11,54,"Soul II Soul","Get A Life","Electronic",101,212
1990,5,8,54,"Alisha","Bounce Back","Pop",117,231
1990,3,12,55,"Tesla","The Way It Is","Rock",93,272
1990,8,11,55,"Whispers, The","Innocent","R&B",103,249
1990,3,9,55,"Peter Murphy","Cuts You Up","Rock",134,320
1990,1,9,56,"Alice Cooper","House Of Fire","Rock",124,222
1990,1,7,56,"Kenny G","Going Home","Jazz",80,326
1990,5,8,57,"Billy Joel","The Downeaster ""Alexa""","Rock",91,215
1990,4,9,59,"D Mob","That's The Way Of The World","Rock",NA,226
1990,3,9,59,"Laura Branigan","Moonlight On Water","Rock",126,279
1990,10,7,59,"Sweet Sensation","Each And Every Time","Rock",NA,228
1990,4,12,60,"Damn Yankees","Coming Of Age","Rock",125,255
1990,6,9,60,"Sinead O'Connor","The Emperor's New Clothes","Rock",NA,249
1989,12,8,61,"Dino","Never 2 Much Of U","Rock",NA,240
1990,10,8,62,"Pet Shop Boys","So Hard","Rock",119,240
1990,5,7,62,"Howard Hewett","Show Me","R&B",NA,297
1990,7,7,63,"Calloway","All The Way","Rock",120,207
1990,8,13,63,"George LaMond","Look Into My Eyes","Rock",NA,238
1989,12,10,64,"Jermaine Jackson","Don't Take It Personal","Rock",NA,270
1990,9,7,64,"Duran Duran","Violence Of Summer (Love's Taking Over)","Rock",NA,203
1990,9,7,64,"Asia","Days Like These","Rock",NA,234
1990,11,5,64,"Prince","New Power Generation","Rock",NA,218
1990,10,9,65,"Vaughan Brothers, The","Tick Tock","Other",88,290
1990,8,8,65,"TKA","I Won't Give Up On You","Rock",NA,238
1990,10,6,65,"REO Speedwagon","Love Is A Rock","Rock",NA,320
1990,4,9,66,"Bad English","Heaven Is A 4 Letter Word","Rock",NA,244
1990,6,8,68,"U-Krew, The","Let Me Be Your Lover","R&B",NA,223
1990,8,10,68,"Gene Loves Jezebel","Jealous","Rock",98,206
1990,8,7,69,"Louie Louie","I Wanna Get Back With You","Other",NA,217
1990,8,7,69,"Favorite Angel","Only Women Bleed","Pop",70,232
1990,4,7,69,"Hi Tek 3","Spin That Wheel","Rap",NA,202
1990,2,5,69,"Jive Bunny & The Mastersmixers","That's What I Like","Rock",81,238
1990,5,12,70,"Joey Kid","Counting The Days","Electronic",NA,229
1990,7,7,70,"Linear","Don't You Come Cryin'","Rock",NA,215
1990,1,7,71,"Entouch","All Nite","R&B",NA,232
1990,4,8,71,"Cure, The","Pictures Of You","Rock",NA,278
1990,11,6,71,"Vixen","Love Is A Killer","Rock",NA,255
1990,8,8,72,"Tricia Leigh Fisher","Empty Beach","Rock",NA,192
1990,9,7,72,"Anita Baker","Soul Inspiration","Rock",NA,233
1990,6,6,72,"A'me Lorain","Follow My Heartbeat","Rock",102,219
1990,11,4,72,"Cure, The","Never Enough","Rock",100,266
1989,12,7,73,"Neneh Cherry","Heart","Rap",NA,200
1990,9,9,73,"Ms. Adventures","Undeniable","Electronic",NA,234
1990,1,6,74,"Sybil","Walk On By","Rock",96,244
1990,5,9,75,"Black Crowes, The","Jealous Again","Rock",114,265
1990,3,5,75,"Young M.C. ","I Come Off","Rap",95,244
1990,7,5,75,"Chicago","Hearts In Trouble","Rock",NA,302
1990,5,5,75,"Quincy Jones","Tomorrow (A Better You, Better Me)","Rock",NA,203
1990,3,6,76,"Inner City","Whatcha Gonna Do With My Lovin'","R&B",105,247
1990,6,10,76,"Modern English","I Melt With You","Rock",77,246
1990,9,9,76,"London Quireboys, The","I Don't Love You Anymore","Rock",NA,288
1990,8,8,76,"Beats International","Won't Talk About It","Other",106,224
1990,7,6,76,"Electric Boys","All Lips N' Hips","Rock",NA,247
1990,4,5,76,"Beats International","Dub Be Good To Me","Other",95,240
1990,8,6,77,"Billy Joel","That's Not Her Style","Rock",NA,298
1990,4,5,77,"4 Of Us, The","Drag My Bad Name Down","Rock",119,170
1990,6,9,78,"49ers","Don't You Love Me","Electronic",121,188
1990,9,9,78,"Mötley Crüe","Same Ol' Situation (S.O.S.)","Rock",139,247
1990,5,6,78,"Linda Ronstadt","When Something Is Wrong With My Baby","Rock",79,226
1990,11,4,78,"Glenn Medeiros","Me - U = Blue","Rock",NA,249
1990,3,4,78,"Peter Wolf","99 Worlds","Rock",NA,206
1990,11,5,79,"Soup Dragons, The","I'm Free","Rock",NA,225
1990,10,6,80,"Styx","Love Is The Ritual","Rock",103,225
1990,12,6,80,"TKA","Crash (Have Some Fun)","Rock",123,242
1990,7,12,81,"Tiana","First True Love","Rock",NA,234
1990,6,6,81,"KISS","Rise To It","Rock",NA,224
1990,4,6,81,"Gorky Park","Try To Find Me","Rock",NA,311
1990,3,5,82,"Shana","You Can't Get Away","Electronic",NA,240
1990,2,4,82,"Mantronix","Got To Have Your Love","Rap",106,238
1990,10,4,82,"Seduction","Breakdown","Rock",NA,265
1990,3,5,83,"Great White","House Of Broken Love","Rock",NA,253
1989,12,4,84,"Loverboy","Too Hot","Rock",NA,255
1990,10,3,84,"Bruce Hornsby","Lost Soul","Rock",NA,314
1990,1,5,85,"Saraya","Timeless Love","Rock",NA,220
1990,6,5,85,"Soul II Soul","A Dreams A Dream","Electronic",103,238
1990,3,3,85,"Xymox","Imagination","Rock",NA,225
1990,2,5,86,"Chimes, The","1-2-3","Rock",109,196
1990,4,4,87,"Jimmy Somerville","You Make Me Feel (Mighty Real)","Rock",NA,232
1990,3,3,87,"Jody Watley","Precious Love","Rock",NA,226
1990,1,9,88,"Yvonne","There's A Party Going On","Electronic",NA,223
1990,3,5,88,"Eric Clapton","Bad Love","Rock",NA,255
1990,6,4,88,"Little Caesar","Chain Of Fools","Rock",NA,321
1990,7,6,89,"Bad Company","Holy Water","Rock",83,240
1989,12,5,89,"Abstrac'","Right And Hype","Electronic",NA,288
1990,1,4,89,"Lenny Kravitz","Let Love Rule","Rock",76,336
1990,3,4,89,"Tears For Fears","Advice For The Young At Heart","Rock",122,286
1990,4,3,89,"Alice Cooper","Only My Heart Talkin'","Rock",72,275
1990,12,4,90,"Notorious","The Swalk","Rock",NA,258
1990,2,3,90,"Fine Young Cannibals","I'm Not Satisfied","Rock",117,221
1990,12,3,91,"Special Generation","Love Me Just For Me","R&B",NA,230
1990,1,5,92,"Paul McCartney","Figure Of Eight","Rock",NA,240
1990,5,3,92,"Bonnie Raitt","Nick Of Time","Rock",NA,218
1990,11,3,92,"Faith No More","Falling To Pieces","Rock",NA,257
1990,5,2,94,"Smithereens, The","Blues Before And After","Rock",NA,183
1990,11,3,95,"Technotronic","Rockin' Over The Beat","Electronic",NA,220
